1000000, 0.529844, 0.469838, 47, 24.9877, 1.17662, 0.0475007, 20, 18.9514
5000000, 4.77576, 4.34958, 57, 30.4614, 7.08624, 0.251067, 23, 21.3223
10000000, 11.3754, 10.5985, 57, 29.7439, 15.4387, 0.522862, 24, 22.3223
15000000, 18.8855, 17.698, 64, 30.6024, 24.2643, 0.803446, 25, 22.8815
20000000, 26.9928, 25.4064, 65, 31.3285, 33.6375, 1.08056, 25, 23.3223
25000000, 35.6324, 33.8699, 64, 31.4473, 42.6871, 1.36915, 25, 23.6578
30000000, 45.4995, 42.9838, 64, 33.2631, 52.5539, 1.66011, 26, 23.8815
35000000, 55.135, 52.0372, 65, 33.1617, 62.6814, 1.94366, 26, 24.0826
40000000, 64.8338, 61.1002, 70, 33.4871, 72.6586, 2.23236, 26, 24.3223
45000000, 74.2139, 70.3586, 67, 33.1159, 83.3704, 2.53098, 26, 24.5087
50000000, 85.6103, 81.0392, 66, 33.6246, 92.8425, 2.83857, 26, 24.6578
55000000, 96.5431, 91.4898, 65, 33.4986, 104.038, 3.11, 27, 24.7798
60000000, 108.249, 102.632, 68, 34.9733, 113.91, 3.40466, 27, 24.8815
65000000, 120.131, 115.95, 71, -31.5256, 124.284, 3.73801, 27, 24.9676
70000000, 134.307, 124.732, 68, -27.7228, 136.14, 3.99933, 27, 25.0826
